timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2017-05-27,81.3,81.3,80.14,80.14,74.0196,5605604,0.0,1.0
2017-05-26,80.91,81.3,80.06,81.26,75.0541,2409723,0.0,1.0
2017-05-25,81.38,81.45,80.77,81.0,74.814,2510225,0.0,1.0
2017-05-24,81.29,81.84,80.8,80.94,74.7586,1957715,0.0,1.0
2017-05-23,80.9,81.47,80.8,81.27,75.0634,2390744,0.0,1.0
2017-05-20,80.8,81.19,80.05,80.23,74.1028,2778823,0.0,1.0
2017-05-19,80.0,80.93,79.93,80.81,74.6385,3755954,0.0,1.0
2017-05-18,82.22,82.29,80.85,80.97,74.7863,2517183,0.0,1.0
2017-05-17,82.62,82.9,82.29,82.61,76.301,2487053,0.0,1.0
2017-05-16,81.56,82.4,81.04,82.24,75.9593,2715933,0.0,1.0
2017-05-13,81.77,82.27,80.9,81.67,75.4328,2360590,0.0,1.0
2017-05-12,82.21,82.97,81.915,82.07,75.8023,3514061,0.0,1.0
2017-05-11,79.89,82.585,79.55,81.73,75.4882,5545634,0.0,1.0
2017-05-10,84.0,84.28,81.92,82.02,75.7561,6053564,0.0,1.0
2017-05-09,85.32,85.44,84.51,85.3,78.7856,3038821,0.0,1.0
2017-05-06,85.0,85.48,83.95,84.4,77.9543,3176468,0.0,1.0
2017-05-05,85.8,85.8,84.32,84.63,78.1667,3812058,0.0,1.0
2017-05-04,86.52,86.94,85.2,85.35,78.8318,3504467,0.0,1.0
2017-05-03,87.2,87.21,86.235,86.83,80.1987,3788195,0.0,1.0
2017-05-02,87.09,87.69,86.78,87.46,80.7806,2857545,0.0,1.0
2017-04-29,87.66,87.74,86.55,87.4,80.7252,5588829,0.0,1.0
2017-04-28,87.1,87.68,87.02,87.66,80.9653,3015091,0.0,1.0
2017-04-27,86.7,87.39,86.67,87.11,80.4574,3687917,0.0,1.0
2017-04-25,85.98,86.46,85.75,86.23,79.6446,2042180,0.0,1.0
2017-04-22,85.49,86.0,85.47,85.64,79.0996,1959863,0.0,1.0
2017-04-21,84.93,85.31,84.76,85.13,78.6286,2038116,0.0,1.0
2017-04-20,84.96,85.25,84.5,84.62,78.1575,4178388,0.0,1.0
2017-04-19,86.35,86.54,85.215,85.51,78.9795,2575349,0.0,1.0
2017-04-14,86.28,86.5,86.0,86.25,79.663,1787101,0.0,1.0
2017-04-13,86.37,86.68,85.98,86.68,80.0602,2830371,0.0,1.0
2017-04-12,85.58,86.34,85.27,86.1,79.5245,2693938,0.0,1.0
2017-04-11,85.21,85.5,84.97,85.49,78.9611,2156492,0.0,1.0
2017-04-08,85.2,85.52,84.09,84.77,78.2961,2630263,0.0,1.0
2017-04-07,85.5,85.62,84.45,84.79,78.3145,2770424,0.0,1.0
2017-04-06,86.49,86.52,85.35,85.99,79.4229,3171203,0.0,1.0
2017-04-05,86.12,86.26,85.58,85.93,79.3675,1752542,0.0,1.0
2017-04-04,85.43,86.44,85.26,86.39,79.7923,1753298,0.0,1.0
2017-03-31,86.16,86.65,85.91,85.91,79.349,5692472,0.0,1.0
2017-03-30,86.13,86.6,85.6,86.52,79.9124,2691755,0.0,1.0
2017-03-29,85.4,86.28,85.35,86.14,79.5614,3605758,0.0,1.0
2017-03-28,83.75,85.26,83.725,85.26,78.7486,4359013,0.0,1.0
2017-03-27,82.74,83.6,82.5,83.4,77.0307,2770782,0.0,1.0
2017-03-24,83.0,83.89,82.68,83.38,77.0122,2079658,0.0,1.0
2017-03-23,82.6,82.95,82.31,82.95,76.615,2794213,0.0,1.0
2017-03-22,83.26,83.4,82.48,82.71,76.3934,3185116,0.0,1.0
2017-03-21,84.39,84.42,83.89,84.42,77.9728,1817155,0.0,1.0
2017-03-20,84.4,84.63,84.03,84.43,77.982,1200277,0.0,1.0
2017-03-17,84.7,84.99,84.34,84.77,78.2961,2872248,0.0,1.0
2017-03-16,84.99,85.2,84.05,84.54,78.0836,5042921,0.0,1.0
2017-03-15,84.39,84.88,84.07,84.82,78.3422,2187578,0.0,1.0
2017-03-14,84.3,84.49,84.02,84.49,78.0374,2388381,0.0,1.0
2017-03-13,84.5,84.5,84.02,84.3,77.8619,1510473,0.0,1.0
2017-03-10,83.9,84.5,83.77,84.5,78.0467,3148541,0.0,1.0
2017-03-09,83.23,83.86,83.05,83.53,77.1508,1824392,0.0,1.0
2017-03-08,83.5,83.67,83.03,83.23,76.8737,2020119,0.0,1.0
2017-03-07,83.4,83.72,83.04,83.54,77.16,2161261,0.0,1.0
2017-03-06,83.75,83.8,82.9,83.5,77.123,1419448,0.0,1.0
2017-03-03,83.4,83.54,82.85,83.2,76.846,1754994,0.0,1.0
2017-03-02,83.9,84.04,83.52,83.86,77.4556,2440705,0.0,1.0
2017-03-01,81.98,82.81,81.75,82.81,76.4857,2778610,0.0,1.0
2017-02-28,82.49,83.09,82.15,82.32,76.0332,3728828,0.0,1.0
2017-02-27,82.59,82.9,81.95,82.24,75.9593,3312611,0.0,1.0
2017-02-24,83.21,83.61,82.82,83.02,76.6797,4220843,0.0,1.0
2017-02-23,83.6,83.78,83.26,83.48,77.1046,3228480,0.0,1.0
2017-02-22,83.82,83.9,83.33,83.71,77.317,7963927,0.0,1.0
2017-02-21,85.96,86.09,85.61,85.94,76.7509,3305349,0.0,1.0
2017-02-20,85.4,85.98,85.21,85.91,76.7241,2384410,0.0,1.0
2017-02-17,85.2,85.5,85.16,85.39,76.2597,3780383,0.0,1.0
2017-02-16,85.15,85.15,84.42,85.08,75.9829,3781716,0.0,1.0
2017-02-15,83.6,84.83,83.25,84.53,75.4917,4017264,0.0,1.0
2017-02-14,83.48,83.65,82.53,82.63,73.7948,2153710,0.0,1.0
2017-02-13,83.0,83.2,82.6,83.15,74.2592,1688054,0.0,1.0
2017-02-10,82.64,82.93,82.3,82.9,74.036,2276343,0.0,1.0
2017-02-09,82.32,82.51,81.61,81.93,73.1697,2526443,0.0,1.0
2017-02-08,81.77,82.54,81.62,82.35,73.5448,2112168,0.0,1.0
2017-02-07,81.85,81.94,81.05,81.51,72.7946,2538039,0.0,1.0
2017-02-06,82.45,82.91,81.86,81.91,73.1518,2495052,0.0,1.0
2017-02-03,82.01,82.33,81.52,81.68,72.9464,1758749,0.0,1.0
2017-02-02,82.25,82.44,81.68,82.01,73.2411,2300935,0.0,1.0
2017-02-01,81.66,82.16,81.12,82.02,73.2501,1807741,0.0,1.0
2017-01-31,81.9,82.14,81.3,81.66,72.9286,3193325,0.0,1.0
2017-01-30,82.57,82.68,81.78,82.19,73.4019,1591614,0.0,1.0
2017-01-27,82.48,83.42,82.35,82.98,74.1074,1928520,0.0,1.0
2017-01-25,82.5,82.68,82.08,82.23,73.4376,6214145,0.0,1.0
2017-01-24,81.49,82.015,81.3,81.77,73.0268,2697276,0.0,1.0
2017-01-23,82.1,82.65,81.16,81.47,72.7589,2956811,0.0,1.0
2017-01-20,81.95,82.08,81.31,81.58,72.8571,2537711,0.0,1.0
2017-01-19,82.94,83.2,82.2,82.67,73.8306,1861604,0.0,1.0
2017-01-18,83.0,83.1,82.16,82.66,73.8216,2758586,0.0,1.0
2017-01-17,83.5,83.62,83.11,83.35,74.4379,2778153,0.0,1.0
2017-01-16,84.29,84.41,83.75,84.09,75.0987,1338272,0.0,1.0
2017-01-13,85.04,85.04,83.34,83.86,74.8933,2522301,0.0,1.0
2017-01-12,85.0,85.59,84.7,85.03,75.9382,2215463,0.0,1.0
2017-01-11,84.7,85.21,84.57,85.0,75.9114,2342921,0.0,1.0
2017-01-10,84.99,85.16,84.43,84.82,75.7507,2345467,0.0,1.0
2017-01-09,84.28,85.65,84.175,85.26,76.1436,2742640,0.0,1.0
2017-01-06,83.98,84.18,83.62,84.13,75.1345,2648142,0.0,1.0
2017-01-05,83.99,84.12,83.59,83.85,74.8844,2049692,0.0,1.0
2017-01-04,83.5,83.76,83.2,83.61,74.6701,2086820,0.0,1.0
2017-01-03,82.4,83.16,82.31,82.97,74.0985,1967692,0.0,1.0
2016-12-30,83.08,83.175,82.38,82.41,73.5984,1468794,0.0,1.0
2016-12-29,83.19,83.5,82.51,83.5,74.5718,1437162,0.0,1.0
2016-12-28,82.95,83.48,82.785,83.31,74.4021,1962525,0.0,1.0
2016-12-23,82.85,82.99,82.45,82.5,73.6787,7066628,0.0,1.0
2016-12-22,82.11,82.69,82.0,82.69,73.8484,2482097,0.0,1.0
2016-12-21,82.49,82.75,82.08,82.09,73.3126,2089953,0.0,1.0
2016-12-20,81.75,82.6,81.61,82.27,73.4733,2530423,0.0,1.0
2016-12-19,81.05,81.64,80.75,81.43,72.7231,2525178,0.0,1.0
2016-12-16,80.94,81.23,80.23,81.06,72.3927,4286670,0.0,1.0
2016-12-15,81.18,81.39,80.17,80.64,72.0176,4138194,0.0,1.0
2016-12-14,81.1,81.35,80.76,81.18,72.4999,2872286,0.0,1.0
2016-12-13,80.5,80.74,80.26,80.38,71.7854,2324519,0.0,1.0
2016-12-12,80.67,81.36,80.48,80.92,72.2677,2327789,0.0,1.0
2016-12-09,79.84,80.92,79.735,80.67,72.0444,3383119,0.0,1.0
2016-12-08,79.88,80.08,79.67,79.73,71.2049,2708344,0.0,1.0
2016-12-07,78.89,79.32,78.5,79.3,70.8209,2427876,0.0,1.0
2016-12-06,78.3,78.87,78.01,78.01,69.6688,2213262,0.0,1.0
2016-12-05,78.36,78.45,77.37,77.68,69.3741,1973841,0.0,1.0
